,State,School District,LEAID,Year,Total Expenditures,Graduation Rate,Enrollment
2176,Illinois,Jasper County Cud 1,1720380,2016,17164000.0,92.0,
2177,Illinois,Jersey Cusd 100,1720430,2016,29115000.0,89.0,
2178,Illinois,Johnsburg Cusd 12,1720490,2016,56238000.0,92.0,
2179,Illinois,Johnston City Cusd 1,1720550,2016,10744000.0,77.0,
2180,Illinois,Joliet Twp Hsd 204,1720610,2016,123276000.0,80.0,
2181,Illinois,Kankakee Sd 111,1720760,2016,80040000.0,73.0,
2182,Illinois,Kansas Cusd 3,1720790,2016,2904000.0,75.0,
2183,Illinois,Kewanee Cusd 229,1721000,2016,20689000.0,77.0,
2184,Illinois,Hiawatha Cusd 426,1721300,2016,6671000.0,84.5,
2185,Illinois,Knoxville Cusd 202,1721390,2016,12560000.0,87.0,
2186,Illinois,La Moille Cusd 303,1721680,2016,4741000.0,90.0,
2187,Illinois,Lake Forest Chsd 115,1721780,2016,51848000.0,94.0,
2188,Illinois,Lake Park Chsd 108,1721840,2016,57877000.0,92.0,
2189,Illinois,Lake Zurich Cusd 95,1721900,2016,106912000.0,95.0,
2190,Illinois,La Salle-Peru Twp Hsd 120,1722110,2016,18918000.0,85.0,
2191,Illinois,Red Hill Cusd 10,1722130,2016,9869000.0,82.0,
2192,Illinois,Lawrence County Cud 20,1722150,2016,12832000.0,77.0,
2193,Illinois,Lebanon Cusd 9,1722300,2016,10716000.0,84.5,
2194,Illinois,Paw Paw Cusd 271,1722350,2016,3518000.0,90.0,
2195,Illinois,Lemont Twp Hsd 210,1722500,2016,31013000.0,96.0,
2196,Illinois,Lena Winslow Cusd 202,1722530,2016,12989000.0,87.0,
2197,Illinois,Leroy Cusd 2,1722620,2016,10778000.0,92.0,
2198,Illinois,Lexington Cusd 7,1722710,2016,7290000.0,95.0,
2199,Illinois,Leyden Chsd 212,1722740,2016,93484000.0,83.0,
2200,Illinois,Liberty Cusd 2,1722770,2016,6097000.0,95.0,
2201,Illinois,Chsd 128,1722830,2016,102834000.0,95.0,
2202,Illinois,Leland Cusd 1,1722870,2016,3745000.0,90.0,
2203,Illinois,Limestone Chsd 310,1722950,2016,16272000.0,79.0,
2204,Illinois,Lincoln Chsd 404,1723050,2016,11894000.0,77.0,
2205,Illinois,Lincoln Way Chsd 210,1723070,2016,120627000.0,97.0,
2206,Illinois,Lisle Cusd 202,1723200,2016,37218000.0,92.0,
2207,Illinois,Litchfield Cusd 12,1723250,2016,17592000.0,82.0,
2208,Illinois,Lockport Twp Hsd 205,1723350,2016,61417000.0,90.0,
2209,Illinois,Lyons Twp Hsd 204,1723880,2016,99976000.0,93.0,
2210,Illinois,Macomb Cusd 185,1723920,2016,24741000.0,92.0,
2211,Illinois,Madison Cusd 12,1723970,2016,11965000.0,84.5,
2212,Illinois,Mahomet-Seymour Cusd 3,1724060,2016,31529000.0,95.0,
2213,Illinois,Maine Township Hsd 207,1724090,2016,162462000.0,92.0,
2214,Illinois,Manteno Cusd 5,1724390,2016,28682000.0,87.0,
2215,Illinois,Kaneland Cusd 302,1724480,2016,73088000.0,97.0,
2216,Illinois,Marengo Chsd 154,1724570,2016,14437000.0,92.0,
2217,Illinois,Marion Cusd 2,1724600,2016,56252000.0,88.0,
2218,Illinois,Marissa Cusd 40,1724650,2016,7938000.0,74.5,
2219,Illinois,Maroa Forsyth Cusd 2,1724750,2016,13396000.0,87.0,
2220,Illinois,Marshall Cusd 2C,1724870,2016,13330000.0,82.0,
2221,Illinois,Martinsville Cusd 3C,1724900,2016,5950000.0,90.0,
2222,Illinois,Mascoutah Cud 19,1724940,2016,52861000.0,89.0,
2223,Illinois,Massac Ud 1,1725000,2016,25925000.0,82.0,
2224,Illinois,Mattoon Cusd 2,1725050,2016,42860000.0,91.0,
2225,Illinois,Mchenry Chsd 156,1725320,2016,37057000.0,91.0,
2226,Illinois,Cusd 4,1725590,2016,7736000.0,95.0,
2227,Illinois,Mendota Twp Hsd 280,1725650,2016,9029000.0,87.0,
2228,Illinois,Meredosia-Chambersburg Cusd 11,1725680,2016,4011000.0,75.0,
2229,Illinois,Meridian Cusd 223,1725690,2016,18665000.0,92.0,
2230,Illinois,County Of Woodford School,1725770,2016,13377000.0,93.0,
2231,Illinois,Fairfield Comm H S Dist 225,1726180,2016,4917000.0,77.0,
2232,Illinois,Minooka Chsd 111,1726340,2016,40082000.0,91.0,
2233,Illinois,Moline-Coal Valley Cusd 40,1726400,2016,89955000.0,92.0,
2234,Illinois,Momence Cusd 1,1726430,2016,16287000.0,87.0,
2235,Illinois,Monticello Cusd 25,1726550,2016,19401000.0,97.5,
2236,Illinois,Morris Chsd 101,1726640,2016,14866000.0,92.0,
2237,Illinois,Morrison Cusd 6,1726710,2016,11112000.0,87.0,
2238,Illinois,Morrisonville Cusd 1,1726760,2016,3950000.0,90.0,
2239,Illinois,Morton Cusd 709,1726800,2016,44971000.0,92.0,
2240,Illinois,J S Morton Hsd 201,1726880,2016,116732000.0,74.0,
2241,Illinois,Meridian Cusd 101,1726970,2016,13064000.0,44.5,
2242,Illinois,Mount Olive Cusd 5,1727180,2016,5888000.0,95.0,
2243,Illinois,Mt Pulaski Cusd 23,1727290,2016,6841000.0,84.5,
2244,Illinois,Brown County Cusd 1,1727300,2016,9979000.0,95.0,
2245,Illinois,Mt Vernon Twp Hsd 201,1727360,2016,58999000.0,80.0,
2246,Illinois,Mt Zion Cusd 3,1727390,2016,34080000.0,92.0,
2247,Illinois,Mulberry Grove Cusd 1,1727450,2016,4354000.0,90.0,
2248,Illinois,Mundelein Cons Hsd 120,1727570,2016,61338000.0,90.0,
2249,Illinois,Murphysboro Cusd 186,1727610,2016,28603000.0,77.0,
2250,Illinois,Naperville Cusd 203,1727710,2016,299330000.0,97.0,
2251,Illinois,Nashville Chsd 99,1727740,2016,6186000.0,92.0,
2252,Illinois,Neoga Cusd 3,1727840,2016,6635000.0,95.0,
2253,Illinois,New Athens Cusd 60,1727960,2016,5087000.0,84.5,
2254,Illinois,New Berlin Cusd 16,1727990,2016,10684000.0,95.0,
2255,Illinois,New Trier Twp Hsd 203,1728200,2016,181283000.0,99.5,
2256,Illinois,Newark Chsd 18,1728260,2016,3485000.0,95.0,
2257,Illinois,Niles Twp Chsd 219,1728530,2016,164106000.0,95.0,
2258,Illinois,Nokomis Cusd 22,1728560,2016,7224000.0,84.5,
2259,Illinois,Mclean County Usd 5,1728620,2016,168452000.0,89.0,
2260,Illinois,North Boone Cusd 200,1728700,2016,20006000.0,82.0,
2261,Illinois,North Clay Cusd 25,1728810,2016,6447000.0,84.5,
2262,Illinois,Northfield Twp Hsd 225,1729010,2016,148849000.0,97.0,
2263,Illinois,Oak Lawn Chsd 229,1729220,2016,38525000.0,90.0,
2264,Illinois,Oak Park - River Forest Sd 200,1729280,2016,91158000.0,93.0,
2265,Illinois,Oakland Cusd 5,1729340,2016,3928000.0,75.0,
2266,Illinois,Oblong Cusd 4,1729420,2016,6416000.0,84.5,
2267,Illinois,Ohio Chsd 505,1729730,2016,1467000.0,75.0,
2268,Illinois,O Fallon Twp Hsd 203,1729790,2016,31900000.0,90.0,
2269,Illinois,Olympia Cusd 16,1729890,2016,22641000.0,87.0,
2270,Illinois,R O W V A Cusd 208,1729940,2016,8084000.0,84.5,
2271,Illinois,Orangeville Cusd 203,1730060,2016,4736000.0,95.0,
2272,Illinois,Oregon Cusd 220,1730160,2016,19453000.0,92.0,
2273,Illinois,Orion Cusd 223,1730200,2016,11575000.0,24.5,
2274,Illinois,Cusd 308,1730270,2016,231945000.0,98.0,
2275,Illinois,Ottawa Twp Hsd 140,1730330,2016,24987000.0,84.0,
2276,Illinois,Township Hsd 211,1730450,2016,307566000.0,92.0,
2277,Illinois,Palestine Cusd 3,1730480,2016,3625000.0,90.0,
2278,Illinois,Northwestern Cusd 2,1730540,2016,4994000.0,90.0,
2279,Illinois,Pana Cusd 8,1730630,2016,15872000.0,87.0,
2280,Illinois,Panhandle Cusd 2,1730660,2016,6646000.0,84.5,
2281,Illinois,Paris-Union Sd 95,1730750,2016,13414000.0,77.0,
2282,Illinois,Paris Cusd 4,1730780,2016,6569000.0,95.0,
2283,Illinois,Patoka Cusd 100,1730870,2016,4750000.0,69.5,
2284,Illinois,Pawnee Cusd 11,1730930,2016,7289000.0,84.5,
2285,Illinois,Payson Cusd 1,1730990,2016,5635000.0,74.5,
2286,Illinois,Pearl City Cusd 200,1731020,2016,6161000.0,95.0,
2287,Illinois,Pecatonica Cusd 321,1731050,2016,12059000.0,87.0,
2288,Illinois,Pekin Csd 303,1731110,2016,26713000.0,79.0,
2289,Illinois,Peoria Sd 150,1731230,2016,210848000.0,68.0,
2290,Illinois,Peoria Heights Cusd 325,1731270,2016,11584000.0,77.0,
2291,Illinois,Peotone Cusd 207U,1731290,2016,22285000.0,92.0,
2292,Illinois,Porta Cusd 202,1731410,2016,13451000.0,87.0,
2293,Illinois,Southwestern Cusd 9,1731500,2016,16745000.0,92.0,
2294,Illinois,Pinckneyville Chsd 101,1731620,2016,4963000.0,87.0,
2295,Illinois,Pikeland Cusd 10,1731710,2016,15530000.0,87.0,
2296,Illinois,Plainfield Sd 202,1731740,2016,308244000.0,94.0,
2297,Illinois,Plano Cusd 88,1731770,2016,33064000.0,92.0,
2298,Illinois,Pleasant Hill Cusd 3,1731890,2016,3928000.0,69.5,
2299,Illinois,Pleasant Plains Cusd 8,1731920,2016,20770000.0,92.0,
2300,Illinois,Polo Cusd 222,1732100,2016,7139000.0,84.5,
2301,Illinois,Pontiac Twp Hsd 90,1732220,2016,12232000.0,82.0,
2302,Illinois,Pope Co Cud 1,1732280,2016,5781000.0,84.5,
2303,Illinois,Adlai E Stevenson Hsd 125,1732580,2016,115729000.0,95.0,
2304,Illinois,Princeton Hsd 500,1732700,2016,8792000.0,82.0,
2305,Illinois,Princeville Cusd 326,1732770,2016,15409000.0,92.0,
2306,Illinois,Prophetstown-Lyndon-Tampico Cusd3,1732830,2016,9403000.0,92.0,
2307,Illinois,Proviso Twp Hsd 209,1732910,2016,90613000.0,74.0,
2308,Illinois,Putnam County Cusd 535,1732960,2016,12534000.0,82.0,
2309,Illinois,Quincy Sd 172,1733000,2016,90768000.0,87.0,
2310,Illinois,Ramsey Cusd 204,1733090,2016,5254000.0,74.5,
2311,Illinois,Rantoul Township Hsd 193,1733240,2016,12278000.0,87.0,
2312,Illinois,Reavis Twp Hsd 220,1733270,2016,43759000.0,89.0,
2313,Illinois,Red Bud Cusd 132,1733300,2016,14994000.0,92.0,
2314,Illinois,Reed Custer Cusd 255U,1733380,2016,30449000.0,92.0,
2315,Illinois,Rich Twp Hsd 227,1733420,2016,75023000.0,81.0,
2316,Illinois,Richmond-Burton Chsd 157,1733510,2016,13896000.0,97.5,
2317,Illinois,Ridgewood Chsd 234,1733720,2016,19420000.0,94.0,
2318,Illinois,Riverdale Cusd 100,1733930,2016,11886000.0,87.0,
2319,Illinois,River Bend Cusd 2,1733950,2016,10984000.0,92.0,
2320,Illinois,Riverside-Brookfield Twp Sd 208,1734020,2016,40652000.0,95.0,
2321,Illinois,Riverton Cusd 14,1734100,2016,15000000.0,82.0,
2322,Illinois,Roanoke Benson Cusd 60,1734140,2016,7557000.0,84.5,
2323,Illinois,Robinson Cusd 2,1734230,2016,19216000.0,82.0,
2324,Illinois,Rochelle Twp Hsd 212,1734290,2016,14557000.0,92.0,
2325,Illinois,Rochester Cusd 3A,1734320,2016,26163000.0,92.0,
2326,Illinois,Rock Falls Twp Hsd 301,1734380,2016,10169000.0,87.0,
2327,Illinois,Rock Island Sd 41,1734410,2016,92552000.0,80.0,
2328,Illinois,Rockridge Cusd 300,1734440,2016,17655000.0,97.5,
2329,Illinois,Rockford Sd 205,1734510,2016,481314000.0,65.0,
2330,Illinois,Round Lake Cusd 116,1734990,2016,132087000.0,86.0,
2331,Illinois,Roxana Cusd 1,1735010,2016,32400000.0,87.0,
2332,Illinois,Salem Chsd 600,1735190,2016,8058000.0,82.0,
2333,Illinois,Sandoval Cusd 501,1735310,2016,5626000.0,84.5,
2334,Illinois,Sandwich Cusd 430,1735370,2016,27122000.0,92.0,
2335,Illinois,Scales Mound Cusd 211,1735610,2016,4939000.0,75.0,
2336,Illinois,Seneca Twp Hsd 160,1735850,2016,12263000.0,92.0,
2337,Illinois,Sesser-Valier Cusd 196,1735940,2016,7404000.0,84.5,
2338,Illinois,Indian Creek Cusd 425,1735970,2016,12666000.0,95.0,
2339,Illinois,Shelbyville Cusd 4,1736090,2016,13863000.0,87.0,
2340,Illinois,Sherrard Cusd 200,1736180,2016,20274000.0,92.0,
2341,Illinois,Somonauk Cusd 432,1736570,2016,10431000.0,87.0,
2342,Illinois,County Of Winnebago Sd 320,1736600,2016,12042000.0,87.0,
2343,Illinois,Southeastern Cusd 337,1736610,2016,6698000.0,84.5,
2344,Illinois,South Fork Sd 14,1736640,2016,3456000.0,75.0,
2345,Illinois,Sparta Cusd 140,1736900,2016,19588000.0,82.0,
2346,Illinois,Spoon River Valley Cusd 4,1736960,2016,4718000.0,95.0,
2347,Illinois,Springfield Sd 186,1737080,2016,210903000.0,77.0,
2348,Illinois,St Anne Chsd 302,1737140,2016,4424000.0,77.0,
2349,Illinois,St Charles Cusd 303,1737170,2016,194722000.0,96.0,
2350,Illinois,St Elmo Cusd 202,1737230,2016,5339000.0,84.5,
2351,Illinois,Triad Cusd 2,1737350,2016,42099000.0,96.0,
2352,Illinois,St Joseph Ogden Chsd 305,1737410,2016,5659000.0,97.5,
2353,Illinois,Stark County Cusd 100,1737490,2016,9084000.0,95.0,
2354,Illinois,Staunton Cusd 6,1737590,2016,11699000.0,87.0,
2355,Illinois,Steeleville Cusd 138,1737650,2016,5153000.0,95.0,
2356,Illinois,Stewardson-Strasburg Cud 5A,1737830,2016,4257000.0,90.0,
2357,Illinois,Stockton Cusd 206,1737980,2016,7339000.0,84.5,
2358,Illinois,Woodland Cusd 5,1738070,2016,7435000.0,5.0,
2359,Illinois,Streator Twp Hsd 40,1738100,2016,14124000.0,75.0,
2360,Illinois,Sullivan Cusd 300,1738130,2016,12069000.0,92.0,
2361,Illinois,Sycamore Cusd 427,1738460,2016,54909000.0,93.0,
2362,Illinois,V I T Cusd 2,1738490,2016,4809000.0,90.0,
2363,Illinois,Taylorville Cusd 3,1738700,2016,25446000.0,87.0,
2364,Illinois,Teutopolis Cusd 50,1738760,2016,8662000.0,97.5,
2365,Illinois,Thornton Fractional Twp Hsd 215,1738940,2016,67128000.0,95.0,
2366,Illinois,Thornton Twp Hsd 205,1738970,2016,133141000.0,74.0,
2367,Illinois,Cumberland Cusd 77,1739090,2016,11509000.0,92.0,
2368,Illinois,Tolono Cusd 7,1739120,2016,20164000.0,92.0,
2369,Illinois,Tremont Cusd 702,1739390,2016,10922000.0,92.0,
2370,Illinois,Wesclin Cusd 3,1739420,2016,14779000.0,92.0,
2371,Illinois,Tri City Cusd 1,1739450,2016,10112000.0,95.0,
2372,Illinois,Tri Point Cusd 6-J,1739480,2016,6859000.0,90.0,
2373,Illinois,Tuscola Cusd 301,1739600,2016,12053000.0,92.0,
2374,Illinois,Century Cusd 100,1739630,2016,4488000.0,90.0,
2375,Illinois,United Twp Hsd 30,1739870,2016,23146000.0,92.0,
2376,Illinois,Urbana Sd 116,1739960,2016,72523000.0,84.0,
2377,Illinois,Valley View Cusd 365U,1740070,2016,288389000.0,85.0,
2378,Illinois,Valmeyer Cusd 3,1740080,2016,5473000.0,95.0,
2379,Illinois,Vandalia Cusd 203,1740140,2016,19690000.0,82.0,
2380,Illinois,Vienna Hsd 133,1740290,2016,4492000.0,87.0,
2381,Illinois,Villa Grove Cusd 302,1740320,2016,7172000.0,84.5,
2382,Illinois,Virginia Cusd 64,1740410,2016,4981000.0,90.0,
2383,Illinois,Chsd 94,1740440,2016,38284000.0,97.0,
2384,Illinois,Wabash Cusd 348,1740470,2016,12719000.0,77.0,
2385,Illinois,Waltonville Cusd 1,1740650,2016,4070000.0,90.0,
2386,Illinois,Warren Cusd 205,1740740,2016,5468000.0,90.0,
2387,Illinois,Warren Twp Hsd 121,1740800,2016,90069000.0,93.0,
2388,Illinois,Warrensburg-Latham Cusd 11,1740830,2016,10763000.0,97.5,
2389,Illinois,Lowpoint-Washburn Cusd 21,1740920,2016,5013000.0,69.5,
2390,Illinois,Washington Chsd 308,1740980,2016,18586000.0,92.0,
2391,Illinois,Waterloo Cusd 5,1741070,2016,30670000.0,94.0,
2392,Illinois,Wauconda Cusd 118,1741190,2016,60572000.0,92.0,
2393,Illinois,Waukegan Cusd 60,1741250,2016,245257000.0,75.0,
2394,Illinois,Waverly Cusd 6,1741280,2016,7905000.0,90.0,
2395,Illinois,Wayne City Cusd 100,1741360,2016,21080000.0,24.5,
2396,Illinois,Frankfort Cusd 168,1741580,2016,19370000.0,72.0,
2397,Illinois,Indian Prairie Cusd 204,1741690,2016,415689000.0,96.0,
2398,Illinois,West Washington Co Cud 10,1741750,2016,7616000.0,84.5,
2399,Illinois,Cusd 201,1741980,2016,35153000.0,92.0,
2400,Illinois,Wethersfield Cusd 230,1742060,2016,6949000.0,84.5,
2401,Illinois,Cusd 200,1742180,2016,210767000.0,93.0,
2402,Illinois,North Greene Cusd 3,1742240,2016,10640000.0,87.0,
2403,Illinois,Sterling Cusd 5,1742310,2016,35472000.0,89.0,
2404,Illinois,Williamsfield Cusd 210,1742450,2016,5655000.0,90.0,
2405,Illinois,Williamsville Cusd 15,1742480,2016,16601000.0,97.5,
2406,Illinois,Wilmington Cusd 209U,1742630,2016,19213000.0,97.5,
2407,Illinois,Winchester Cusd 1,1742660,2016,6547000.0,95.0,
2408,Illinois,Windsor Cusd 1,1742690,2016,4554000.0,90.0,
2409,Illinois,Winnebago Cusd 323,1742790,2016,17337000.0,92.0,
2410,Illinois,Shawnee Cusd 84,1742990,2016,4815000.0,84.5,
2411,Illinois,Woodstock Cusd 200,1743330,2016,102620000.0,95.0,
2412,Illinois,Zeigler-Royalton Cusd 188,1743800,2016,8660000.0,64.5,
2413,Illinois,Zion-Benton Twp Hsd 126,1743890,2016,44769000.0,83.0,
2414,Illinois,Yorkville Cusd 115,1743960,2016,81604000.0,86.0,
2415,Illinois,Midwest Central Cusd 191,1743962,2016,12024000.0,87.0,
2416,Indiana,White River Valley Sch Dist,1800008,2016,9599000.0,87.0,
2417,Indiana,Community Montessori Inc,1800011,2016,3370000.0,95.0,
2418,Indiana,Irvington Community School,1800014,2016,9496000.0,77.0,
2419,Indiana,Options Charter School - Carmel,1800016,2016,2117000.0,34.5,
2420,Indiana,Christel House Academy South,1800018,2016,7482000.0,90.0,
2421,Indiana,Signature School Inc,1800021,2016,2806000.0,97.5,
2422,Indiana,Thea Bowman Leadership Academy,1800025,2016,11440000.0,92.0,
2423,Indiana,M S D Southwest Allen County Schls,1800030,2016,71375000.0,97.0,
2424,Indiana,Burris Laboratory School,1800038,2016,6103000.0,95.0,
2425,Indiana,In Acad For Sci Math Humanities,1800041,2016,8501000.0,97.5,
2426,Indiana,Charles A Tindley Accelerated Schl,1800045,2016,4218000.0,84.5,
2427,Indiana,21St Century Charter Sch Of Gary,1800046,2016,8645000.0,95.0,
2428,Indiana,Indpls Lighthouse Charter School,1800051,2016,9001000.0,95.0,
2429,Indiana,Gary Lighthouse Charter School,1800052,2016,15484000.0,97.5,
2430,Indiana,Options Charter Sch - Noblesville,1800056,2016,3413000.0,22.0,
2431,Indiana,Herron Charter,1800058,2016,7450000.0,97.5,
2432,Indiana,Hope Academy,1800059,2016,966000.0,75.0,
2433,Indiana,Adams Central Community Schools,1800060,2016,12808000.0,97.5,
2434,Indiana,Indianapolis Metropolitan High Sch,1800064,2016,2763000.0,52.0,
2435,Indiana,Hoosier Academy - Indianapolis,1800072,2016,2004000.0,75.0,
2436,Indiana,Anderson Preparatory Academy,1800077,2016,6970000.0,95.0,
2437,Indiana,Hoosier Acad Virtual Charter,1800081,2016,23551000.0,21.0,
2438,Indiana,Hammond Academy Of Science & Tech,1800082,2016,4104000.0,97.5,
2439,Indiana,Excel Center For Adult Learners,1800093,2016,7466000.0,16.0,
2440,Indiana,Indiana Math Science Academy North,1800094,2016,6252000.0,69.5,
2441,Indiana,Indiana Connections Academy,1800098,2016,22385000.0,40.0,
2442,Indiana,Rock Creek Community Academy,1800099,2016,3681000.0,90.0,
2443,Indiana,Gary Middle College,1800102,2016,1780000.0,22.0,
2444,Indiana,Indiana Virtual School,1800106,2016,9862000.0,6.0,
2445,Indiana,Tri-Township Cons School Corp,1800107,2016,5448000.0,90.0,
2446,Indiana,Damar Charter Academy,1800108,2016,2431000.0,30.0,
2447,Indiana,Csusa Manual,1800112,2016,7355000.0,72.0,
2448,Indiana,Neighbors' New Vistas High School,1800113,2016,4391000.0,32.0,
2449,Indiana,Excel Center - Anderson,1800116,2016,1869000.0,17.0,
2450,Indiana,North Central Parke Comm Schl Corp,1800118,2016,14415000.0,97.5,
2451,Indiana,Edison Learning Roosevelt,1800119,2016,7623000.0,52.0,
2452,Indiana,Alexandria Community School Corp,1800120,2016,17161000.0,92.0,
2453,Indiana,Carpe Diem - Meridian Campus,1800125,2016,2246000.0,24.5,
2454,Indiana,Csusa Howe,1800126,2016,6189000.0,57.0,
2455,Indiana,Excel Center - Richmond,1800134,2016,1585000.0,17.0,
2456,Indiana,Excel Center - Kokomo,1800135,2016,1956000.0,27.0,
2457,Indiana,Nexus Academy Of Indianapolis,1800136,2016,2398000.0,54.5,
2458,Indiana,Excel Center - Lafayette Square,1800138,2016,1910000.0,22.0,
2459,Indiana,Excel Center - Lafayette,1800142,2016,1804000.0,19.0,
2460,Indiana,Anderson Community School Corp,1800150,2016,81673000.0,93.0,
2461,Indiana,Marion Academy,1800160,2016,2766000.0,5.0,
2462,Indiana,Excel Center - Noblesville,1800163,2016,1831000.0,24.5,
2463,Indiana,Dugger Union Community School Corp,1800165,2016,2392000.0,69.5,
2464,Indiana,Christel House Dors West,1800166,2016,1579000.0,49.5,
2465,Indiana,Excel Center - South Bend,1800169,2016,3435000.0,10.0,
2466,Indiana,Argos Community Schools,1800180,2016,6837000.0,74.5,646.0
2467,Indiana,Attica Consolidated School Corp,1800210,2016,8035000.0,92.0,
2468,Indiana,South Dearborn Com School Corp,1800240,2016,32684000.0,89.0,
2469,Indiana,Avon Community School Corp,1800270,2016,98876000.0,98.0,
2470,Indiana,Barr-Reeve Community Schools Inc,1800330,2016,8560000.0,95.0,
2471,Indiana,Bartholomew Con School Corp,1800360,2016,138288000.0,89.0,
2472,Indiana,Batesville Community School Corp,1800390,2016,23175000.0,97.5,
2473,Indiana,Baugo Community Schools,1800420,2016,19363000.0,97.5,1915.0
2474,Indiana,Beech Grove City Schools,1800450,2016,37875000.0,87.0,2181.0
2475,Indiana,Benton Community School Corp,1800480,2016,22341000.0,92.0,
2476,Indiana,Blackford County Schools,1800570,2016,16784000.0,92.0,1865.0
2477,Indiana,Bloomfield School District,1800600,2016,8602000.0,97.5,914.0
2478,Indiana,Bloomfield School District,1800600,2016,8602000.0,97.5,3005.0
2479,Indiana,Monroe County Com Sch Corp,1800630,2016,127536000.0,94.0,
2480,Indiana,Blue River Valley Schools,1800660,2016,6955000.0,84.5,613.0
2481,Indiana,North Harrison Com School Corp,1800690,2016,23458000.0,97.5,
2482,Indiana,M S D Bluffton-Harrison,1800720,2016,15786000.0,97.5,
2483,Indiana,M S D Boone Township,1800750,2016,11733000.0,97.5,
2484,Indiana,Clay Community Schools,1800840,2016,43622000.0,93.0,
2485,Indiana,Bremen Public Schools,1800900,2016,14586000.0,87.0,1356.0
2486,Indiana,Brown County School Corporation,1800960,2016,27494000.0,97.5,
2487,Indiana,Brownsburg Community Sch Corp,1801020,2016,86025000.0,99.5,
2488,Indiana,Brownstown Cnt Com Sch Corp,1801050,2016,15948000.0,97.5,
2489,Indiana,C A Beard Memorial School Corp,1801060,2016,11548000.0,92.0,
2490,Indiana,Cannelton City Schools,1801170,2016,2400000.0,69.5,276.0
2491,Indiana,Carmel Clay Schools,1801200,2016,178981000.0,96.0,15918.0
2492,Indiana,Medora Community School Corp,1801230,2016,3296000.0,90.0,
2493,Indiana,Carroll Consolidated Sch Corp,1801290,2016,11412000.0,95.0,
2494,Indiana,Caston School Corporation,1801410,2016,8227000.0,87.0,683.0
2495,Indiana,Center Grove Com Sch Corp,1801440,2016,88524000.0,94.0,
2496,Indiana,Centerville-Abington Com Schs,1801560,2016,17342000.0,92.0,
2497,Indiana,Dekalb Co Ctl United Sch Dist,1801590,2016,43654000.0,90.0,
2498,Indiana,Central Noble Com School Corp,1801710,2016,14135000.0,92.0,
2499,Indiana,Perry Central Com Schools Corp,1801740,2016,12565000.0,97.5,
2500,Indiana,Randolph Central School Corp,1801770,2016,15950000.0,97.5,
2501,Indiana,Clark-Pleasant Com School Corp,1801890,2016,73766000.0,94.0,
2502,Indiana,Clarksville Com School Corp,1801920,2016,16941000.0,97.5,
2503,Indiana,Northwestern School Corp,1802040,2016,17207000.0,97.5,
2504,Indiana,Clinton Central School Corp,1802130,2016,12670000.0,97.5,
2505,Indiana,Clinton Prairie School Corp,1802160,2016,11377000.0,97.5,
2506,Indiana,South Central Com School Corp,1802190,2016,9839000.0,97.5,
2507,Indiana,Cloverdale Community Schools,1802220,2016,12806000.0,97.5,1175.0
2508,Indiana,Whitley Co Cons Schools,1802280,2016,33148000.0,95.0,
2509,Indiana,Concord Community Schools,1802400,2016,55393000.0,89.0,4836.0
2510,Indiana,Covington Community Sch Corp,1802430,2016,9493000.0,92.0,
2511,Indiana,Crawford Co Com School Corp,1802440,2016,16718000.0,82.0,
2512,Indiana,Crawfordsville Com Schools,1802460,2016,31377000.0,97.5,
2513,Indiana,Crown Point Community Sch Corp,1802490,2016,87681000.0,96.0,
2514,Indiana,Culver Community Schools Corp,1802520,2016,10872000.0,92.0,
2515,Indiana,Danville Community School Corp,1802550,2016,26486000.0,95.0,
2516,Indiana,Decatur County Com Schools,1802610,2016,23125000.0,92.0,
2517,Indiana,M S D Decatur Township,1802640,2016,72816000.0,80.0,
2518,Indiana,Delaware Community School Corp,1802660,2016,25483000.0,92.0,
2519,Indiana,Delphi Community School Corp,1802700,2016,15758000.0,92.0,
2520,Indiana,Duneland School Corporation,1802800,2016,65157000.0,96.0,5720.0
2521,Indiana,Zionsville Community Schools,1802830,2016,70101000.0,98.0,6725.0
2522,Indiana,East Allen County Schools,1802850,2016,93528000.0,91.0,9075.0
2523,Indiana,School City Of East Chicago,1802880,2016,60147000.0,72.0,4961.0
2524,Indiana,Lake Station Community Schools,1802910,2016,13091000.0,92.0,1450.0
2525,Indiana,East Gibson School Corporation,1802940,2016,9721000.0,95.0,1008.0
2526,Indiana,East Noble School Corp,1802970,2016,38188000.0,88.0,
2527,Indiana,East Washington School Corp,1803000,2016,14950000.0,92.0,
2528,Indiana,Eastbrook Community Sch Corp,1803030,2016,14083000.0,97.5,
2529,Indiana,Dekalb Co Eastern Com Sch Dist,1803060,2016,34077000.0,92.0,
2530,Indiana,Eastern Greene Schools,1803090,2016,11464000.0,87.0,1269.0
2531,Indiana,Eastern Hancock Co Com Sch Corp,1803120,2016,11893000.0,92.0,
2532,Indiana,Eastern Howard School Corporation,1803150,2016,13668000.0,97.5,
2533,Indiana,Randolph Eastern School Corp,1803180,2016,9729000.0,95.0,
2534,Indiana,Shelby Eastern Schools,1803210,2016,14022000.0,92.0,1308.0
2535,Indiana,Edinburgh Community Sch Corp,1803240,2016,8857000.0,97.5,
2536,Indiana,Elkhart Community Schools,1803270,2016,170884000.0,83.0,13949.0
2537,Indiana,Elwood Community School Corp,1803300,2016,16132000.0,87.0,
2538,Indiana,Eminence Community School Corp,1803330,2016,4591000.0,90.0,
