YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2011,Nebraska,239.803268650576,Mathematics,4
2011,Nevada,237.031878873139,Mathematics,4
2011,New Hampshire,251.77883682247,Mathematics,4
2011,New Jersey,248.004162561751,Mathematics,4
2011,New Mexico,232.840370734081,Mathematics,4
2011,New York,237.519942618542,Mathematics,4
2011,North Carolina,244.517900763882,Mathematics,4
2011,North Dakota,245.156415994783,Mathematics,4
2011,Ohio,244.038621552155,Mathematics,4
2011,Oklahoma,237.429082274302,Mathematics,4
2011,Oregon,236.914497047468,Mathematics,4
2011,Pennsylvania,245.654910289272,Mathematics,4
2011,Rhode Island,241.624774676562,Mathematics,4
2011,South Carolina,237.303024975307,Mathematics,4
2011,South Dakota,240.979792262817,Mathematics,4
2011,Tennessee,232.901116982931,Mathematics,4
2011,Texas,241.10179365066,Mathematics,4
2011,Utah,242.537513114531,Mathematics,4
2011,Vermont,246.639729922321,Mathematics,4
2011,Virginia,245.333618143766,Mathematics,4
2011,Washington,243.182884658018,Mathematics,4
2011,West Virginia,234.655806758932,Mathematics,4
2011,Wisconsin,244.691865519641,Mathematics,4
2011,Wyoming,243.874435027563,Mathematics,4
2009,Alabama,227.962650411086,Mathematics,4
2009,Alaska,237.212284336122,Mathematics,4
2009,Arizona,229.991105224216,Mathematics,4
2009,Arkansas,237.540591911574,Mathematics,4
2009,California,231.674927207631,Mathematics,4
2009,Colorado,243.132439997085,Mathematics,4
2009,Connecticut,244.717742733409,Mathematics,4
2009,Delaware,239.490569439364,Mathematics,4
2009,District of Columbia,219.260141025805,Mathematics,4
2009,Florida,241.944909379496,Mathematics,4
2009,Georgia,236.029572886478,Mathematics,4
2009,Hawaii,235.679780829025,Mathematics,4
2009,Idaho,241.042802304013,Mathematics,4
2009,Illinois,238.28566884936,Mathematics,4
2009,Indiana,242.616809561118,Mathematics,4
2009,Iowa,242.595644002577,Mathematics,4
2009,Kansas,245.308653571101,Mathematics,4
2009,Kentucky,238.835902308004,Mathematics,4
2009,Louisiana,229.432455453722,Mathematics,4
2009,Maine,244.455732753958,Mathematics,4
2009,Maryland,243.795041028457,Mathematics,4
2009,Massachusetts,252.254789700548,Mathematics,4
2009,Michigan,236.279719737382,Mathematics,4
2009,Minnesota,249.455534206082,Mathematics,4
2009,Mississippi,227.262260849183,Mathematics,4
2009,Missouri,240.684380944942,Mathematics,4
2009,Montana,244.400751913997,Mathematics,4
2009,Nebraska,238.748463363704,Mathematics,4
2009,Nevada,235.152273891367,Mathematics,4
2009,New Hampshire,251.071752631735,Mathematics,4
2009,New Jersey,246.52986977978,Mathematics,4
2009,New Mexico,230.029589245712,Mathematics,4
2009,New York,240.641098758037,Mathematics,4
2009,North Carolina,243.778460132033,Mathematics,4
2009,North Dakota,245.18952627083,Mathematics,4
2009,Ohio,243.687552859397,Mathematics,4
2009,Oklahoma,236.780985587581,Mathematics,4
2009,Oregon,238.032327247651,Mathematics,4
2009,Pennsylvania,243.58787315025,Mathematics,4
2009,Rhode Island,238.766859093511,Mathematics,4
2009,South Carolina,235.668302476928,Mathematics,4
2009,South Dakota,242.097789760041,Mathematics,4
2009,Tennessee,231.825486199848,Mathematics,4
2009,Texas,240.464623710389,Mathematics,4
2009,Utah,240.318712615955,Mathematics,4
2009,Vermont,247.767226051132,Mathematics,4
2009,Virginia,243.0712968888,Mathematics,4
2009,Washington,242.257091212754,Mathematics,4
2009,West Virginia,232.983144485532,Mathematics,4
2009,Wisconsin,243.585253522635,Mathematics,4
2009,Wyoming,242.009195680162,Mathematics,4
2007,Alabama,228.520017965925,Mathematics,4
2007,Alaska,237.273893219325,Mathematics,4
2007,Arizona,231.936933545338,Mathematics,4
2007,Arkansas,237.670687444943,Mathematics,4
2007,California,230.034091233638,Mathematics,4
2007,Colorado,240.205890246617,Mathematics,4
2007,Connecticut,242.755646830159,Mathematics,4
2007,Delaware,241.794894891207,Mathematics,4
2007,District of Columbia,213.698898810354,Mathematics,4
2007,Florida,242.02025001893,Mathematics,4
2007,Georgia,235.209017091471,Mathematics,4
2007,Hawaii,234.286134982354,Mathematics,4
2007,Idaho,240.90284353732,Mathematics,4
2007,Illinois,237.287041319371,Mathematics,4
2007,Indiana,245.144254956403,Mathematics,4
2007,Iowa,242.819589303779,Mathematics,4
2007,Kansas,247.923654192161,Mathematics,4
2007,Kentucky,235.087920190601,Mathematics,4
2007,Louisiana,230.043119251121,Mathematics,4
2007,Maine,242.370603982666,Mathematics,4
2007,Maryland,240.328230691379,Mathematics,4
2007,Massachusetts,252.430319790792,Mathematics,4
2007,Michigan,237.605553465148,Mathematics,4
2007,Minnesota,246.997762406425,Mathematics,4
2007,Mississippi,227.612377077088,Mathematics,4
2007,Missouri,239.411102894897,Mathematics,4
2007,Montana,243.618811261651,Mathematics,4
2007,Nebraska,238.040808639328,Mathematics,4
2007,Nevada,231.781600510466,Mathematics,4
2007,New Hampshire,248.571526557139,Mathematics,4
2007,New Jersey,248.621522373251,Mathematics,4
2007,New Mexico,228.064312841995,Mathematics,4
2007,New York,242.543018179643,Mathematics,4
2007,North Carolina,241.617994022296,Mathematics,4
2007,North Dakota,245.415854173904,Mathematics,4
2007,Ohio,244.532731712557,Mathematics,4
2007,Oklahoma,236.80219418762,Mathematics,4
2007,Oregon,236.039657297687,Mathematics,4
2007,Pennsylvania,244.001273492789,Mathematics,4
2007,Rhode Island,235.877935752212,Mathematics,4
2007,South Carolina,237.107411454244,Mathematics,4
2007,South Dakota,241.213428581694,Mathematics,4
2007,Tennessee,232.753710108317,Mathematics,4
2007,Texas,242.339759859575,Mathematics,4
2007,Utah,239.404988906962,Mathematics,4
2007,Vermont,246.357404957214,Mathematics,4
2007,Virginia,243.521129783216,Mathematics,4
2007,Washington,242.542231984714,Mathematics,4
2007,West Virginia,236.337805800167,Mathematics,4
2007,Wisconsin,244.181214196835,Mathematics,4
2007,Wyoming,243.866915064284,Mathematics,4
2005,Alabama,225.071236241265,Mathematics,4
2005,Alaska,235.510705539745,Mathematics,4
2005,Arizona,229.800673071331,Mathematics,4
2005,Arkansas,235.54546696398,Mathematics,4
2005,California,230.366957499,Mathematics,4
2005,Colorado,239.21587446298,Mathematics,4
2005,Connecticut,242.120732361742,Mathematics,4
2005,Delaware,239.716912377166,Mathematics,4
2005,District of Columbia,211.122298531209,Mathematics,4
2005,Florida,238.930649601433,Mathematics,4
2005,Georgia,233.635737790752,Mathematics,4
2005,Hawaii,230.096875403391,Mathematics,4
2005,Idaho,241.650115742865,Mathematics,4
2005,Illinois,233.067493972686,Mathematics,4
2005,Indiana,240.069098810468,Mathematics,4
2005,Iowa,239.880801811134,Mathematics,4
2005,Kansas,245.782046485738,Mathematics,4
2005,Kentucky,231.492305367483,Mathematics,4
2005,Louisiana,230.231196413486,Mathematics,4
2005,Maine,240.691459684627,Mathematics,4
2005,Maryland,238.421706736664,Mathematics,4
2005,Massachusetts,247.33704896217,Mathematics,4
2005,Michigan,237.706002988511,Mathematics,4
2005,Minnesota,245.746191132071,Mathematics,4
2005,Mississippi,226.698844722803,Mathematics,4
2005,Missouri,235.035547623939,Mathematics,4
2005,Montana,240.575488552507,Mathematics,4
2005,Nebraska,237.706178475691,Mathematics,4
2005,Nevada,229.87159551388,Mathematics,4
2005,New Hampshire,245.625926399787,Mathematics,4
2005,New Jersey,243.978931397732,Mathematics,4
2005,New Mexico,224.027218256997,Mathematics,4
2005,New York,238.173976704232,Mathematics,4
2005,North Carolina,241.235549328958,Mathematics,4
2005,North Dakota,242.736995059317,Mathematics,4
2005,Ohio,242.105935222061,Mathematics,4
2005,Oklahoma,233.95532879955,Mathematics,4
2005,Oregon,238.324930566673,Mathematics,4
2005,Pennsylvania,240.572963311007,Mathematics,4
2005,Rhode Island,233.436772307714,Mathematics,4
2005,South Carolina,238.302675325314,Mathematics,4
2005,South Dakota,241.594186083007,Mathematics,4
2005,Tennessee,231.688079714459,Mathematics,4
2005,Texas,241.990916323988,Mathematics,4
2005,Utah,238.797423758414,Mathematics,4
2005,Vermont,243.528855394293,Mathematics,4
2005,Virginia,240.497568178325,Mathematics,4
2005,Washington,241.684674518239,Mathematics,4
2005,West Virginia,230.843267916573,Mathematics,4
2005,Wisconsin,240.568581924116,Mathematics,4
2005,Wyoming,242.955913765367,Mathematics,4
2003,Alabama,223.344642639352,Mathematics,4
2003,Alaska,232.991654321336,Mathematics,4
2003,Arizona,228.911396070184,Mathematics,4
2003,Arkansas,229.006588656244,Mathematics,4
2003,California,227.454981796736,Mathematics,4
2003,Colorado,235.193116124996,Mathematics,4
2003,Connecticut,240.615241634523,Mathematics,4
2003,Delaware,235.859424549367,Mathematics,4
2003,District of Columbia,204.919850427599,Mathematics,4
2003,Florida,233.72881145807,Mathematics,4
2003,Georgia,230.254976798559,Mathematics,4
2003,Hawaii,226.834610206384,Mathematics,4
2003,Idaho,234.943764703458,Mathematics,4
2003,Illinois,232.856775292011,Mathematics,4
2003,Indiana,237.968279887063,Mathematics,4
2003,Iowa,238.476694547401,Mathematics,4
2003,Kansas,241.747365761914,Mathematics,4
2003,Kentucky,228.726343259531,Mathematics,4
2003,Louisiana,226.247729119261,Mathematics,4
2003,Maine,237.615710381625,Mathematics,4
2003,Maryland,233.079852288453,Mathematics,4
2003,Massachusetts,241.664527429109,Mathematics,4
2003,Michigan,235.686974674139,Mathematics,4
2003,Minnesota,241.912295583077,Mathematics,4
2003,Mississippi,222.890600506289,Mathematics,4
2003,Missouri,234.836425354607,Mathematics,4
2003,Montana,235.754915265689,Mathematics,4
2003,Nebraska,236.254108414529,Mathematics,4
2003,Nevada,227.513598313738,Mathematics,4
2003,New Hampshire,243.110142195237,Mathematics,4
2003,New Jersey,238.776541201516,Mathematics,4
2003,New Mexico,222.518009239083,Mathematics,4
2003,New York,235.930075481869,Mathematics,4
2003,North Carolina,242.040125606164,Mathematics,4
2003,North Dakota,237.577386832979,Mathematics,4
2003,Ohio,237.782067895563,Mathematics,4
2003,Oklahoma,229.096621276342,Mathematics,4
2003,Oregon,236.30590556784,Mathematics,4
2003,Pennsylvania,235.947017122469,Mathematics,4
2003,Rhode Island,230.297961992373,Mathematics,4
2003,South Carolina,235.793223537785,Mathematics,4
2003,South Dakota,237.264820552788,Mathematics,4
2003,Tennessee,227.755044720773,Mathematics,4
2003,Texas,237.305921828857,Mathematics,4
2003,Utah,234.782950865289,Mathematics,4
2003,Vermont,241.926072418459,Mathematics,4
2003,Virginia,239.203089120035,Mathematics,4
2003,Washington,238.292839469301,Mathematics,4
2003,West Virginia,230.767748452518,Mathematics,4
2003,Wisconsin,236.755413982726,Mathematics,4
2003,Wyoming,241.085700646279,Mathematics,4
2000,Alabama,217.941052958109,Mathematics,4
2000,Alaska,—,Mathematics,4
2000,Arizona,218.766619064154,Mathematics,4
2000,Arkansas,217.062869511002,Mathematics,4
2000,California,213.565125054589,Mathematics,4
2000,Colorado,—,Mathematics,4
2000,Connecticut,234.243374725987,Mathematics,4
2000,Delaware,—,Mathematics,4
2000,District of Columbia,193.289774483301,Mathematics,4
2000,Florida,—,Mathematics,4
2000,Georgia,219.556757129447,Mathematics,4
2000,Hawaii,215.846798551931,Mathematics,4
2000,Idaho,226.893784504573,Mathematics,4
2000,Illinois,224.930411301324,Mathematics,4
2000,Indiana,234.421428848088,Mathematics,4
2000,Iowa,232.896934923163,Mathematics,4
2000,Kansas,231.953434575423,Mathematics,4
2000,Kentucky,220.993596656925,Mathematics,4
2000,Louisiana,217.963756187095,Mathematics,4
2000,Maine,230.568645999965,Mathematics,4
2000,Maryland,222.310406824294,Mathematics,4
2000,Massachusetts,234.959613253214,Mathematics,4
2000,Michigan,230.886972490047,Mathematics,4
2000,Minnesota,235.270887580604,Mathematics,4
2000,Mississippi,210.970350280497,Mathematics,4
2000,Missouri,228.552813806015,Mathematics,4
2000,Montana,229.812004834534,Mathematics,4
2000,Nebraska,225.945335824734,Mathematics,4
2000,Nevada,220.27486645014,Mathematics,4
2000,New Hampshire,—,Mathematics,4
2000,New Jersey,—,Mathematics,4
2000,New Mexico,213.868300752056,Mathematics,4
2000,New York,226.559060716282,Mathematics,4
2000,North Carolina,232.463064828177,Mathematics,4
2000,North Dakota,230.892957801454,Mathematics,4
2000,Ohio,230.574216614128,Mathematics,4
2000,Oklahoma,225.041922238883,Mathematics,4
2000,Oregon,226.629491141052,Mathematics,4
2000,Pennsylvania,—,Mathematics,4
2000,Rhode Island,224.633857260814,Mathematics,4
2000,South Carolina,220.417006234898,Mathematics,4
2000,South Dakota,—,Mathematics,4
2000,Tennessee,219.83558730332,Mathematics,4
2000,Texas,232.666029716375,Mathematics,4
2000,Utah,227.292673197294,Mathematics,4
2000,Vermont,231.697736382797,Mathematics,4
2000,Virginia,230.39480892808,Mathematics,4
2000,Washington,—,Mathematics,4
2000,West Virginia,224.848298072233,Mathematics,4
2000,Wisconsin,‡,Mathematics,4
2000,Wyoming,229.251922742069,Mathematics,4
1996,Alabama,211.646973546124,Mathematics,4
1996,Alaska,223.833454560976,Mathematics,4
1996,Arizona,217.575940481046,Mathematics,4
1996,Arkansas,215.846435996042,Mathematics,4
1996,California,209.129082678747,Mathematics,4
1996,Colorado,225.805857540771,Mathematics,4
1996,Connecticut,232.02657385064,Mathematics,4
1996,Delaware,215.025101739945,Mathematics,4
1996,District of Columbia,187.134669958413,Mathematics,4
1996,Florida,215.763582637868,Mathematics,4
1996,Georgia,215.455861748735,Mathematics,4
1996,Hawaii,214.96556158973,Mathematics,4
1996,Idaho,—,Mathematics,4
1996,Illinois,—,Mathematics,4
1996,Indiana,229.39444358509,Mathematics,4
1996,Iowa,229.126198396135,Mathematics,4
1996,Kansas,—,Mathematics,4
1996,Kentucky,219.988194977368,Mathematics,4
1996,Louisiana,209.020670031591,Mathematics,4
1996,Maine,232.20704454562,Mathematics,4
1996,Maryland,220.694960669238,Mathematics,4
1996,Massachusetts,228.96640259421,Mathematics,4
1996,Michigan,226.258056387908,Mathematics,4
1996,Minnesota,232.193088399935,Mathematics,4
1996,Mississippi,208.434118577159,Mathematics,4
1996,Missouri,224.734461780233,Mathematics,4
1996,Montana,227.51623614729,Mathematics,4
1996,Nebraska,227.543992729424,Mathematics,4
1996,Nevada,217.62261218492,Mathematics,4
1996,New Hampshire,—,Mathematics,4
1996,New Jersey,227.24016718489,Mathematics,4
1996,New Mexico,213.844024972342,Mathematics,4
1996,New York,222.634058698567,Mathematics,4
1996,North Carolina,224.325124938225,Mathematics,4
1996,North Dakota,230.904183161864,Mathematics,4
1996,Ohio,—,Mathematics,4
1996,Oklahoma,—,Mathematics,4
1996,Oregon,223.476164730433,Mathematics,4
1996,Pennsylvania,226.212014670008,Mathematics,4
1996,Rhode Island,220.418093917479,Mathematics,4
1996,South Carolina,213.194414923382,Mathematics,4
1996,South Dakota,—,Mathematics,4
1996,Tennessee,219.17624797699,Mathematics,4
1996,Texas,228.712919803307,Mathematics,4
1996,Utah,226.515841243447,Mathematics,4
1996,Vermont,224.881060125342,Mathematics,4
1996,Virginia,222.64321299686,Mathematics,4
1996,Washington,225.053298123518,Mathematics,4
1996,West Virginia,223.350132747101,Mathematics,4
1996,Wisconsin,231.411851479624,Mathematics,4
1996,Wyoming,223.196002932912,Mathematics,4
1992,Alabama,208.327875923738,Mathematics,4
1992,Alaska,—,Mathematics,4
1992,Arizona,215.2539320246,Mathematics,4
1992,Arkansas,210.20602809793,Mathematics,4
1992,California,208.398960917183,Mathematics,4
1992,Colorado,221.023429078871,Mathematics,4
1992,Connecticut,226.798480037624,Mathematics,4
1992,Delaware,217.899972448292,Mathematics,4
1992,District of Columbia,192.600553142028,Mathematics,4
1992,Florida,213.689751163468,Mathematics,4
1992,Georgia,215.594906163657,Mathematics,4
1992,Hawaii,214.056666073088,Mathematics,4
1992,Idaho,221.56253448883,Mathematics,4
1992,Illinois,—,Mathematics,4
1992,Indiana,221.037742474195,Mathematics,4
1992,Iowa,229.88407790241,Mathematics,4
1992,Kansas,—,Mathematics,4
1992,Kentucky,215.048157721324,Mathematics,4
1992,Louisiana,204.140211329176,Mathematics,4
1992,Maine,231.638839938625,Mathematics,4
1992,Maryland,217.317707935899,Mathematics,4
1992,Massachusetts,226.597917776042,Mathematics,4
1992,Michigan,219.878352304218,Mathematics,4
1992,Minnesota,228.493596281064,Mathematics,4
1992,Mississippi,201.828261189784,Mathematics,4
1992,Missouri,222.215599760081,Mathematics,4
1992,Montana,—,Mathematics,4
1992,Nebraska,225.332647533132,Mathematics,4
1992,Nevada,—,Mathematics,4
1992,New Hampshire,229.664563843433,Mathematics,4
1992,New Jersey,227.148047044089,Mathematics,4
1992,New Mexico,213.299089872535,Mathematics,4
1992,New York,218.445535292573,Mathematics,4
1992,North Carolina,212.884489891009,Mathematics,4
1992,North Dakota,228.662815340539,Mathematics,4
1992,Ohio,218.711934884257,Mathematics,4
1992,Oklahoma,220.31980591536,Mathematics,4
1992,Oregon,—,Mathematics,4
1992,Pennsylvania,224.305731577843,Mathematics,4
1992,Rhode Island,215.449248153985,Mathematics,4
1992,South Carolina,212.49671380608,Mathematics,4
1992,South Dakota,—,Mathematics,4
1992,Tennessee,210.948227412449,Mathematics,4
1992,Texas,217.918744453105,Mathematics,4
1992,Utah,224.042247672311,Mathematics,4
1992,Vermont,—,Mathematics,4
1992,Virginia,220.762964215734,Mathematics,4
1992,Washington,—,Mathematics,4
1992,West Virginia,215.268928423619,Mathematics,4
1992,Wisconsin,228.692001118186,Mathematics,4
1992,Wyoming,225.377591635114,Mathematics,4
2017,Alabama,268.312020240893,Mathematics,8
2017,Alaska,277.015571755108,Mathematics,8
2017,Arizona,282.248145284054,Mathematics,8
2017,Arkansas,273.75990725281,Mathematics,8
2017,California,276.638200063835,Mathematics,8
2017,Colorado,286.247717546748,Mathematics,8
2017,Connecticut,284.144330330682,Mathematics,8
2017,Delaware,278.023498869959,Mathematics,8
2017,District of Columbia,265.779770573735,Mathematics,8
2017,Florida,279.120415156315,Mathematics,8
2017,Georgia,281.035487532394,Mathematics,8
2017,Hawaii,277.336845826814,Mathematics,8
2017,Idaho,284.371732938877,Mathematics,8
2017,Illinois,281.617997668016,Mathematics,8
2017,Indiana,287.705639463898,Mathematics,8
2017,Iowa,286.239418158172,Mathematics,8
2017,Kansas,285.283507884924,Mathematics,8
2017,Kentucky,277.714161796085,Mathematics,8
2017,Louisiana,266.506760283641,Mathematics,8
2017,Maine,284.003007342022,Mathematics,8
2017,Maryland,280.910245611123,Mathematics,8
2017,Massachusetts,297.0422252108,Mathematics,8
2017,Michigan,279.505454699336,Mathematics,8
2017,Minnesota,293.962375743927,Mathematics,8
2017,Mississippi,270.91490754267,Mathematics,8
2017,Missouri,280.596021606445,Mathematics,8
2017,Montana,285.600436850241,Mathematics,8
2017,Nebraska,288.405955332178,Mathematics,8
2017,Nevada,275.365455514069,Mathematics,8
2017,New Hampshire,293.290654433387,Mathematics,8
2017,New Jersey,291.698552399307,Mathematics,8
2017,New Mexico,269.374084020303,Mathematics,8
2017,New York,281.687999953596,Mathematics,8
2017,North Carolina,281.926028447068,Mathematics,8
2017,North Dakota,288.172322165675,Mathematics,8
2017,Ohio,287.714266317975,Mathematics,8
2017,Oklahoma,274.688883411113,Mathematics,8
2017,Oregon,282.173028442268,Mathematics,8
2017,Pennsylvania,286.393832326288,Mathematics,8
